OBJECTID_1,SABL_PWSID,BOUNDARY_TYPE,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,ACTIVITY_STATUS_CD,ACTIVITY_DATE,OWNER_TYPE_CODE,COUNTY,POPULATION,REGULATING_AGENCY,FEDERAL_CLASSIFICATION,STATE_CLASSIFICATION,ADDR_LINE_ONE_TXT,ADDR_LINE_TWO_TXT,ADDRESS_CITY_NAME,ADDRESS_STATE_CODE,ADDRESS_ZIP_CODE,SERVICE_CONNECTIONS,GLOBALID,AC_PHONE_NUMBER,AC_EMAIL,BOUNDARY_FILETYPE,DT_VERIFIED,VERIFIED_STATUS,VERIFIED_NAME,VERIFIED_TYPE,Shape__Area,Shape__Length
3727858,CA0900631,Water Service Area,CA0900631,CAMP CONCORD,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3507,A ,2016/07/29 07:00:00+00,L ,EL DORADO,69,LPA39 - EL DORADO COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1000 MT TALLAC B RD, ,SOUTH LAKE TAHOE,CA  ,96150,10,{00527C7B-936B-4712-ACEE-EA09745D339B},925-787-9754                  ,MATTHEW.FRAGOSO@CITYOFCONCORD.ORG,WBT Tool,,Not Verified,,,414607.59891168,2783.09825389142
3727859,CA1910149,Water Service Area,CA1910149,"SIGNAL HILL - CITY, WATER DEPT.",SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3508,A ,1976/01/01 08:00:00+00,L ,LOS ANGELES,11795,DISTRICT 07 - HOLLYWOOD,COMMUNITY,COMMUNITY,2175 CHERRY AVENUE,2175 E. 28TH STREET,SIGNAL HILL,CA  ,90806,3035,{05148F9E-4DD8-416F-B262-4C18E980ADDE},562-989-7355                  ,tbekele@cityofsignalhill.org,WBT Tool,2019/11/05 16:00:00+00,Verified,M. Tryon,Water System representative,8268792.80888783,20449.4994717412
3727860,CA1510018,Water Service Area,CA1510018,ROSAMOND CSD,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3509,A ,1976/01/01 08:00:00+00,L ,KERN,17711,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,3179 35th Street West, ,ROSAMOND,CA  ,93560,5293,{839FA27C-0A75-4E73-BC64-1283A8F5889D},661-256-5708                  ,kdomingo@rosamondcsd.com,WBT Tool,,Not Verified,,,117148210.33099,83021.9148485324
3727863,CA1910303,Water Service Area,CA1910303,ANTELOPE VALLEY POPPY RESERVE STATE PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3513,A ,1976/01/01 08:00:00+00,S ,LOS ANGELES,25007,DISTRICT 16 - CENTRAL,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,15101 LANCASTER ROAD,"43779 15TH ST. WEST, LANCASTER, CA 93534",LANCASTER,CA  ,93536,3,{D0C29A79-7B0F-4381-88E5-B6330F464F46},661-724-1184                  ,William.Traxler@parks.ca.gov,WBT Tool,,Not Verified,,,10961117.5382947,19599.1892235256
3727865,CA5800924,Water Service Area,CA5800924,CAMPTONVILLE COMMUNITY SERV DIST,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3515,A ,2016/07/28 07:00:00+00,P ,YUBA,180,LPA88 - YUBA COUNTY,COMMUNITY,COMMUNITY,TOWN OF CAMPTONVILLE, ,CAMPTONVILLE,CA  ,95922,85,{B5415D71-DB9E-46D9-84C2-16C293A1F15B},775-980-7138                  ,tom_905@yahoo.com,WBT Tool,,Not Verified,,,895415.78149604,4082.04922905127
3727866,CA2702165,Water Service Area,CA2702165,ORCHARD LN WS #09,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3516,A ,2016/08/01 07:00:00+00,P ,MONTEREY,30,LPA57 - MONTEREY COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,17560 Orchard Lane, ,SALINAS,CA  ,93924,5,{9E733E36-AA19-471E-98CD-BE83C95AA79F},831-663-2083                  ,OrchardLaneWS9@Gmail.com,WBT Tool,,Not Verified,,,16014.20993797,516.974811242716
3727867,CA1200597,Water Service Area,CA1200597,RICHARDSON GROVE CAMPGROUND & RV PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3517,A ,1979/03/22 08:00:00+00,P ,HUMBOLDT,750,DISTRICT 01 - KLAMATH,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,750 HWY 101,750 HWY 101,GARBERVILLE,CA  ,95542,2,{2DDE45C4-65D9-4AF7-A261-475C5B8D27E4},707-923-3652                  ,jcparky@aol.com,WBT Tool,,Not Verified,,,175588.440545245,1786.79654766297
3727868,CA1210307,Water Service Area,CA1210307,RICHARDSON GROVE SP-STATE PARKS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3518,A ,1976/01/01 08:00:00+00,S ,HUMBOLDT,1509,DISTRICT 01 - KLAMATH,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,P.O. BOX 100,"1600 HWY 101, GARBERVILLE",WEOTT,CA  ,95571,27,{798B7D98-C0D6-41E5-ACC9-886B94D25452},707-445-6547                  ,John.Miller@parks.ca.gov,WBT Tool,,Not Verified,,,1443196.19988109,5448.21605401083
3727870,CA1200587,Water Service Area,CA1200587,BRICELAND C.S.D.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3520,A ,1979/03/22 08:00:00+00,L ,HUMBOLDT,75,DISTRICT 01 - KLAMATH,COMMUNITY,COMMUNITY,1 Miller Road, ,GARBERVILLE,CA  ,95542,26,{49C9F8F3-7871-47A4-82EA-E70FA4286664},707-923-1385                  ,bandon48@gmail.com,WBT Tool,,Not Verified,,,403768.120890505,2659.08650548136
3727871,CA1502564,Water Service Area,CA1502564,SIERRA MEADOWS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3522,A ,1983/06/30 07:00:00+00,P ,KERN,68,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,448 Scodie Avenue, ,KERNVILLE,CA  ,93238,51,{9BD32F5F-28F2-4AA0-920B-7ED0819F7FE7},760-223-5225                  ,liza@sierrameadowsmhp.com,WBT Tool,2020/06/03 14:00:00+00,Verified,R. COOK,Water System representative,21704.351982125,609.954367328746
3727872,CA5105004,Water Service Area,CA5105004,"SYSCO FOOD SERVICES OF SACRAMENTO, INC.",SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3524,A ,2001/08/10 07:00:00+00,P ,SUTTER,300,DISTRICT 21 - VALLEY,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,7062 PACIFIC AVE., ,PLEASANT GROVE,CA  ,95668,1,{5E558E72-90C2-477F-B96D-752E472FD93F},916-275-2732                  ,salvador.rocha@sysco.com,WBT Tool,,Not Verified,,,322211.45693514,2274.35748885856
3727873,CA1400109,Water Service Area,CA1400109,SIERRA NORTH COMMUNITY SERVICE DISTRICT,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3525,A ,2015/04/30 07:00:00+00,P ,INYO,42,DISTRICT 27 - MOJAVE,COMMUNITY,COMMUNITY, ,NORTH ST.,BISHOP,CA  ,93514,16,{A70FB1E2-ED45-4FB8-BC4A-72D05E4CE89A},305-395-0599                  ,cphinizy62@gmail.com,WBT Tool,,Not Verified,,,57471.92494923,959.852342605911
3727874,CA1610006,Water Service Area,CA1610006,STRATFORD PUD,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3526,A ,1976/01/01 08:00:00+00,L ,KINGS,1277,DISTRICT 12 - VISALIA,COMMUNITY,COMMUNITY,19681 RAILROAD ST, ,STRATFORD,CA  ,93266,358,{9D4272EF-42B3-4B9D-9036-B9C20EAB0515},559-587-3080                  ,kelly@grangerwater.com,WBT Tool,,Not Verified,,,2134440.84924155,10191.7129025581
3727875,CA1900801,Water Service Area,CA1900801,COLORADO MUTUAL WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3529,A ,2016/08/08 07:00:00+00,P ,LOS ANGELES,39,DISTRICT 16 - CENTRAL,COMMUNITY,COMMUNITY,43841 1/4 90TH STREET EAST, ,LANCASTER,CA  ,93535,13,{CD314DAE-891D-47C8-8451-D869D6A060EB},916-412-3309                  ,coloradomutualwaterco@gmail.com,WBT Tool,,Not Verified,,,487053.657239895,2963.92563314437
3727876,CA1710011,Water Service Area,CA1710011,BUCKINGHAM PARK WATER DISTRICT,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3530,A ,1976/01/01 08:00:00+00,L ,LAKE,1521,DISTRICT 03 - MENDOCINO,COMMUNITY,COMMUNITY,2880 EASTLAKE DRIVE, ,KELSEYVILLE,CA  ,95451,461,{0BE5B8BA-BD16-46AB-863B-728CC11A5085},707-279-8568                  ,gm@buckinghamparkwater.us,WBT Tool,,Not Verified,,,4933734.65300777,12310.3255786689
3727877,CA2710018,Water Service Area,CA2710018,SEASIDE MUNICIPAL WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2023/10/03 06:45:14+00,3531,A ,1979/03/22 08:00:00+00,L ,MONTEREY,2800,DISTRICT 05 - MONTEREY,COMMUNITY,COMMUNITY,440 HARCOURT AVENUE, ,SEASIDE,CA  ,93955,792,{EC743FD6-7A37-4700-A34D-F1C6E088842C},831-899-6884                  ,tkorman@ci.seaside.ca.us,WBT Tool,2023/10/02 07:00:00+00,Verified,B. Thomas,Water System representative,1399107.15350768,5723.82858666827
3727878,CA1510027,Water Service Area,CA1510027,DESERT LAKE COMM SERV DIST,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3532,A ,1976/01/01 08:00:00+00,L ,KERN,968,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,12200 Del Oro Street, ,BORON,CA  ,93516,242,{77C6E933-5815-4BE9-B377-9A4B57DCA956},760-762-5349                  ,desertlakecsd@gmail.com,WBT Tool,2020/06/04 14:00:00+00,Verified,D. Love,Water System representative,53999232.2892485,30858.5132296282
3727879,CA1000601,Water Service Area,CA1000601,SCHOOL HOUSE RESTAURANT AND TAVERN,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3533,A ,2011/09/06 07:00:00+00,P ,FRESNO,203,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1018 S. Frankwood Avenue, ,SANGER,CA  ,93657,3,{3A0C2D4F-54B5-4925-B188-46688DE19D1E},559-638-8913                  ,brooks.k@brooksinfusion.com,WBT Tool,,Not Verified,,,13162.37682144,523.709004556625
3727880,CA0707572,Water Service Area,CA0707572,BETHEL ISLAND MUTUAL WATER CO,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3534,A ,2016/05/10 07:00:00+00,P ,CONTRA COSTA,123,LPA37 - CONTRA COSTA COUNTY,COMMUNITY,COMMUNITY,3100 STONE RD, ,BETHEL ISLAND,CA  ,94511,43,{03375462-6F20-4D04-B925-769182861443},925-634-3330                  ,dougc014@comcast.net,WBT Tool,,Not Verified,,,83554.54703229,1441.21505143132
3727881,CA1000502,Water Service Area,CA1000502,ST JUDE CATHOLIC CHURCH,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3535,A ,1995/09/07 07:00:00+00,P ,FRESNO,100,DISTRICT 12 - VISALIA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,208 W JEFFERSON AVE, ,FRESNO,CA  ,93725,5,{5CF98ED7-0612-4000-9435-E183ED74DD0C},559-485-3870                  ,jesse@stjude-easton.org,WBT Tool,,Not Verified,,,19660.43985855,636.014681552849
3727882,CA1000041,Water Service Area,CA1000041,FCWWD #38/SKY HARBOUR,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3536,A ,1979/03/22 08:00:00+00,L ,FRESNO,176,DISTRICT 23 - FRESNO,COMMUNITY,COMMUNITY,28763 Sky Harbour Road, ,FRIANT,CA  ,93626,67,{24EFAC33-0B0B-4D08-AB21-7E354BC674E8},559-600-4482                  ,cbump@fresnocountyca.gov,WBT Tool,,Not Verified,,,1043481.17389744,10641.5613275545
3727883,CA4901208,Water Service Area,CA4901208,VALLEY OF THE MOON PLAZA SHOPPING CENTER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3537,A ,1994/03/04 08:00:00+00,P ,SONOMA,100,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,5855 Sonoma Highway, ,SANTA ROSA,CA  ,95409,6,{18EA40A1-F1DF-4A09-8D43-F2D9592E4290},925-979-0560                  ,ap@gawfco.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,23455.157883365,631.228165720813
3727884,CA2110500,Water Service Area,CA2110500,NPS PRNS - LIGHTHOUSE,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3538,A ,1976/01/01 08:00:00+00,F ,MARIN,1210,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,26901 Sir Francis Drake Blvd,Point Reyes National Seashore,POINT REYES,CA  ,94956,2,{70C8E053-6297-4118-8EAB-0D36BA54594D},415-464-5142                  ,nathan_radmacher@nps.gov,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,9073925.01137439,20709.6733569785
3727886,CA5301201,Water Service Area,CA5301201,SEYMOUR'S MUTUAL WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3540,A ,1976/01/01 08:00:00+00,P ,TRINITY,40,DISTRICT 01 - KLAMATH,COMMUNITY,COMMUNITY,HCR2 Box 4793, ,TRINITY CENTER,CA  ,96091,26,{CBF9C383-8984-44BC-96D4-C42A39DD57FE},323-662-0766                  ,agloverl@ucla.edu,WBT Tool,,Not Verified,,,398965.463057605,3906.77511912989
3727887,CA1900055,Water Service Area,CA1900055,BLUE SKIES TRAILOR PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3542,A ,2016/08/08 07:00:00+00,P ,LOS ANGELES,56,DISTRICT 07 - HOLLYWOOD,COMMUNITY,COMMUNITY,34220 CHESEBORO RD, ,PALMDALE,CA  ,93552,20,{20EBC307-8083-4E19-95C8-0FB44B079E7A},661-533-1488                  ,blueskiespark@gmail.com,WBT Tool,2020/05/14 14:00:00+00,Verified,M. Wood,Water System representative,11743.084739865,454.981456418515
3727888,CA1000545,Water Service Area,CA1000545,SELMA EXXON TIGER MART,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3543,A ,2000/10/25 07:00:00+00,P ,FRESNO,203,DISTRICT 12 - VISALIA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,10610 E MOUNTAIN VIEW, ,SELMA,CA  ,93662,1,{49488578-375A-4FAF-8BD0-25E6969A4763},559-217-2166                  ,Singhnnn@gmail.com,WBT Tool,,Not Verified,,,8466.25002325,378.442474977608
3727889,CA1000042,Water Service Area,CA1000042,FCWWD #40 / SHAVER SPRINGS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3544,A ,1979/03/22 08:00:00+00,L ,FRESNO,196,DISTRICT 23 - FRESNO,COMMUNITY,COMMUNITY,Adjacent to 33888 Tocaloma Road,Adjacent to 34329 Shaver Springs Road,AUBERRY,CA  ,93602,70,{362CC4C5-79AB-48CB-BD89-EE19966957EE},559-600-4482                  ,cbump@fresnocountyca.gov,WBT Tool,,Not Verified,,,143296.257155105,3951.88769339791
3727890,CA1000525,Water Service Area,CA1000525,SIERRA ENDANGERED CAT HAVEN,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3545,A ,1998/03/31 08:00:00+00,P ,FRESNO,32,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,38257 E KINGS CANYON RD, ,DUNLAP,CA  ,93621,1,{3B285AA1-DB94-46EF-BCF8-DB8BC50A5CE0},559-338-3216                  ,dale@cathaven.com,WBT Tool,,Not Verified,,,458009.619348275,2807.83909291525
3727891,CA3301937,Water Service Area,CA3301937,MESQUITE MUTUAL WATER CO.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3546,A ,2016/07/27 07:00:00+00,P ,RIVERSIDE,42,LPA63 - RIVERSIDE COUNTY,COMMUNITY,COMMUNITY,50334 JACKSON STREET, ,COACHELLA,CA  ,92236,16,{48D84595-D50E-43E7-8906-64BC181AE273},760-485-6855                  ,ibuzzz3@gmail.com,WBT Tool,,Not Verified,,,198869.08894383,1891.35784411394
3727892,CA1000508,Water Service Area,CA1000508,SIERRA LUTHERAN CHURCH,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3548,A ,1996/07/17 07:00:00+00,P ,FRESNO,102,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,32410 ROCK HILL LANE, ,AUBERRY,CA  ,93602,3,{4D93C1C0-77AC-497E-A149-1DBFB4B66F44},559-855-8989                  ,wesandlyndaq@netptc.net,WBT Tool,,Not Verified,,,24396.48247058,660.805805333965
3727893,CA1000599,Water Service Area,CA1000599,SHERWOOD FOREST GOLF CLUB,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3549,A ,2011/05/04 07:00:00+00,P ,FRESNO,100,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,79 N. Frankwood Avenue, ,SANGER,CA  ,93657,1,{05DEAA03-5505-4E8F-B113-18B2DEFF9ADA},559-349-4187                  ,stacy@sherwoodforestgc.com,WBT Tool,,Not Verified,,,681917.57308986,5177.02442682451
3727894,CA1000635,Water Service Area,CA1000635,SELMA QUICK STOP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3550,A ,2016/09/16 07:00:00+00,P ,FRESNO,50,DISTRICT 12 - VISALIA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,"2004 S. Highland, #102", ,SELMA,CA  ,93662,1,{CF253010-6285-4EFC-A20D-CFF93FA71411},559-896-1799                  ,pardeeplidder26@gmail.com,WBT Tool,,Not Verified,,,3805.744973785,246.784783652362
3727895,CA1000592,Water Service Area,CA1000592,SHANT BHAVAN PUNJABI FUNERAL HOME,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3551,A ,2012/11/13 08:00:00+00,P ,FRESNO,1200,DISTRICT 12 - VISALIA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,4800 E. Clayton Avenue, ,FRESNO,CA  ,93625,1,{050FF047-E8A3-49DD-B6E3-46B3583E603C},559-834-3211                  ,shantbhavanfuneral@gmail.com,WBT Tool,,Not Verified,,,9102.705593705,575.98296216315
3727896,CA1000562,Water Service Area,CA1000562,SOUTHWEST TRANSPORTATION AGENCY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3552,A ,2005/06/01 07:00:00+00,P ,FRESNO,25,DISTRICT 12 - VISALIA,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,16644 SOUTH ELM AVENUE, ,CARUTHERS,CA  ,93609,2,{71E5090E-09C1-4BD6-9906-2FFFBAE5D2FB},559-644-1016                  ,ggeringer@southwestjpa.org,WBT Tool,,Not Verified,,,242798.005875545,2561.24190548694
3727897,CA1210016,Water Service Area,CA1210016,MCKINLEYVILLE C.S.D.,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4402,A ,1976/01/01 08:00:00+00,L ,HUMBOLDT,16900,DISTRICT 01 - KLAMATH,COMMUNITY,COMMUNITY,P.O. BOX 2037,1656 SUTTER RD.,MCKINLEYVILLE,CA  ,95521,5999,{783277F1-D66F-41C5-8A7C-EF86E4D8BF29},707-839-3251                  ,pkaspari@MCKINLEYVILLECSD.COM,WBT Tool,,Not Verified,,,89614042.9445657,44885.8052867647
3727898,CA2400128,Water Service Area,CA2400128,COUNTRY CLUB COUNTY WD,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4403,A ,1993/03/25 08:00:00+00,P ,MERCED,64,DISTRICT 11 - MERCED,COMMUNITY,COMMUNITY,10427 MORRO BAY LANE, ,TURLOCK,CA  ,95380,23,{1E3BFC49-05C5-4CE2-A6FE-42BAD2E2D108},209-678-3599                  ,cccwdboard@gmail.com,WBT Tool,,Not Verified,,,67765.719759305,1105.7120979936
3727899,CA1700609,Water Service Area,CA1700609,LAZY S MOBILE RANCH,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4404,A ,2015/08/18 07:00:00+00,P ,LAKE,73,DISTRICT 03 - MENDOCINO,COMMUNITY,COMMUNITY,24606 BRADFORD ROAD, ,MIDDLETOWN,CA  ,95461,24,{E98D2904-C6B6-4D64-B2C3-02213170AE65},707-987-3732                  ,LZYS@JPS.NET,WBT Tool,,Not Verified,,,28033.062403825,703.949442285307
3727900,CA2300735,Water Service Area,CA2300735,HOLLY RANCH VILLAGE,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4405,A ,1981/11/30 08:00:00+00,L ,MENDOCINO,50,DISTRICT 03 - MENDOCINO,COMMUNITY,COMMUNITY,33000 LASSEN DR, ,FORT BRAGG,CA  ,95437,20,{1DB7814B-6B3D-4CFA-A4E8-148737E4786B},707-964-2145                  ,deanna8397@yahoo.com,WBT Tool,,Not Verified,,,95889.312288285,1439.8297163075
3727901,CA2110003,Jurisdictional,CA2110003,NORTH MARIN WATER DISTRICT,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2021/12/08 08:26:41+00,4406,A ,1976/01/01 08:00:00+00,L ,MARIN,61683,DISTRICT 25 - MARIN,COMMUNITY,COMMUNITY,999 Rush Creek Place, ,NOVATO,CA  ,94948,20468,{DAEB09FF-A0EE-4AC8-B898-C80FBE03CD6D},415-761-8945                  ,twilliams@nmwd.com,WBT Tool,2019/09/02 14:00:00+00,Verified,J. Oakley,District / LPA staff member,395195876.939029,239937.780229779
3727903,CA2210901,Water Service Area,CA2210901,MPWD-COULTERVILLE CSA 1,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4408,A ,1992/02/20 08:00:00+00,L ,MARIPOSA,193,DISTRICT 11 - MERCED,COMMUNITY,COMMUNITY,Park Lane, ,COULTERVILLE,CA  ,95311,83,{CC21BF96-3B87-4D61-B9A0-66A48A431E84},209-966-5356                  ,jluthey@mariposacounty.org,WBT Tool,2020/04/27 14:00:00+00,Verified,D. Nielsen,Water System representative,2004769.42816632,6418.25427430472
3727904,CA4901298,Water Service Area,CA4901298,LYNMAR WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4410,A ,1976/01/01 08:00:00+00,P ,SONOMA,100,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,3909 Frei Road, ,SEBASTOPOL,CA  ,95472,2,{1D683520-A0B4-4EBA-94FC-4D4038BBA135},707-823-3374                  ,caretaker@lynmarestate.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,508335.881997965,4607.15342980939
3727905,CA4300543,Water Service Area,CA4300543,CAL AM - WEST SAN MARTIN,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4412,A ,1979/03/22 08:00:00+00,P ,SANTA CLARA,1173,DISTRICT 17 - SANTA CLARA,COMMUNITY,COMMUNITY,1005 HIGHLAND AVENUE, ,SAN MARTIN,CA  ,95046,325,{420BEF3F-FFD3-40F2-BE6E-D53770C17058},831-646-3241                  ,spencer.vartanian@amwater.com,WBT Tool,,Not Verified,,,20900753.9528395,19808.2713257903
3727906,CA4110025,Water Service Area,CA4110025,NORTH COAST COUNTY WATER DIST,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4413,A ,1976/01/01 08:00:00+00,L ,SAN MATEO,38546,DISTRICT 17 - SANTA CLARA,COMMUNITY,COMMUNITY,2400 FRANCISCO BLVD., ,PACIFICA,CA  ,94044,11905,{F7045E3A-893B-4972-B73B-09546BD2B000},650-355-3462                  ,acarr@nccwd.com,WBT Tool,,Not Verified,,,47412689.4971913,53441.1831736566
3727908,CA1000573,Water Service Area,CA1000573,MOUNTAIN VALLEY COMMUNITY CHURCH,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4415,A ,2007/01/11 08:00:00+00,P ,FRESNO,242,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,30598 E. KINGS CANYON ROAD, ,SQUAW VALLEY,CA  ,93675,2,{F16125CD-7FA1-4486-81E2-B99C1E83EA20},559-332-2100                  ,ss.waterservice@gmail.com,WBT Tool,,Not Verified,,,16280.198580425,520.287215068213
3727909,CA1000529,Water Service Area,CA1000529,NEW HOPE COMMUNITY CHURCH,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4416,A ,1998/08/13 07:00:00+00,P ,FRESNO,204,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,4620 E NEES, ,CLOVIS,CA  ,93611,4,{5CADE6CC-19A1-4859-B83E-14B9C9AB6D06},559-297-7362                  ,teddy@newhopechurch.net,WBT Tool,,Not Verified,,,24962.02880066,628.510128958434
3727911,CA1300632,Water Service Area,CA1300632,BLU-IN CAFE,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4418,A ,2015/08/04 07:00:00+00,P ,IMPERIAL,33,LPA43 - IMPERIAL COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY, , ,OCOTILLO WELLS,CA  ,92004,3,{C83D5A20-96ED-4050-B21F-A8596149AB8B},805-766-9122                  ,jason@ejnfuels.com,WBT Tool,,Not Verified,,,17377.03894216,527.315438426441
